AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NGVD29,Observation Method,Data Provided by,
USGS,403511111541501,1966-02-05T12:00:00,72019,down,ft,42.53,Unknown,Unknown,42.53,4319.24,A,USGS
USGS,403511111541501,1966-02-10T12:00:00,72019,down,ft,42.40,Unknown,Unknown,42.40,4319.37,A,USGS
USGS,403511111541501,1966-02-15T12:00:00,72019,down,ft,42.23,Unknown,Unknown,42.23,4319.54,A,USGS
USGS,403511111541501,1966-02-20T12:00:00,72019,down,ft,42.18,Unknown,Unknown,42.18,4319.59,A,USGS
USGS,403511111541501,1966-02-25T12:00:00,72019,down,ft,41.99,Unknown,Unknown,41.99,4319.78,A,USGS
USGS,403511111541501,1966-02-28T12:00:00,72019,down,ft,41.82,Unknown,Unknown,41.82,4319.95,A,USGS
USGS,403511111541501,1966-03-05T12:00:00,72019,down,ft,41.80,Unknown,Unknown,41.80,4319.97,A,USGS
USGS,403511111541501,1966-03-10T12:00:00,72019,down,ft,41.80,Unknown,Unknown,41.80,4319.97,A,USGS
USGS,403511111541501,1966-03-15T12:00:00,72019,down,ft,41.79,Unknown,Unknown,41.79,4319.98,A,USGS
USGS,403511111541501,1966-03-20T12:00:00,72019,down,ft,42.60,Unknown,Unknown,42.60,4319.17,A,USGS
USGS,403511111541501,1966-03-25T12:00:00,72019,down,ft,42.60,Unknown,Unknown,42.60,4319.17,A,USGS
USGS,403511111541501,1966-03-31T12:00:00,72019,down,ft,42.93,Unknown,Unknown,42.93,4318.84,A,USGS
USGS,403511111541501,1966-04-05T12:00:00,72019,down,ft,43.09,Unknown,Unknown,43.09,4318.68,A,USGS
USGS,403511111541501,1966-04-10T12:00:00,72019,down,ft,43.25,Unknown,Unknown,43.25,4318.52,A,USGS
USGS,403511111541501,1966-04-15T12:00:00,72019,down,ft,43.23,Unknown,Unknown,43.23,4318.54,A,USGS
USGS,403511111541501,1966-04-20T12:00:00,72019,down,ft,43.27,Unknown,Unknown,43.27,4318.50,A,USGS
USGS,403511111541501,1966-04-25T12:00:00,72019,down,ft,43.32,Unknown,Unknown,43.32,4318.45,A,USGS
USGS,403511111541501,1966-04-30T12:00:00,72019,down,ft,43.70,Unknown,Unknown,43.70,4318.07,A,USGS
USGS,403511111541501,1966-05-05T12:00:00,72019,down,ft,44.35,Unknown,Unknown,44.35,4317.42,A,USGS
USGS,403511111541501,1966-05-10T12:00:00,72019,down,ft,43.88,Unknown,Unknown,43.88,4317.89,A,USGS
USGS,403511111541501,1966-05-15T12:00:00,72019,down,ft,43.75,Unknown,Unknown,43.75,4318.02,A,USGS
USGS,403511111541501,1966-05-20T12:00:00,72019,down,ft,44.44,Unknown,Unknown,44.44,4317.33,A,USGS
USGS,403511111541501,1966-05-25T12:00:00,72019,down,ft,44.56,Unknown,Unknown,44.56,4317.21,A,USGS
USGS,403511111541501,1966-05-31T12:00:00,72019,down,ft,44.88,Unknown,Unknown,44.88,4316.89,A,USGS
USGS,403511111541501,1966-06-05T12:00:00,72019,down,ft,45.33,Unknown,Unknown,45.33,4316.44,A,USGS
USGS,403511111541501,1966-06-10T12:00:00,72019,down,ft,45.58,Unknown,Unknown,45.58,4316.19,A,USGS
USGS,403511111541501,1966-06-15T12:00:00,72019,down,ft,45.00,Unknown,Unknown,45.00,4316.77,A,USGS
USGS,403511111541501,1966-06-20T12:00:00,72019,down,ft,45.31,Unknown,Unknown,45.31,4316.46,A,USGS
USGS,403511111541501,1966-06-25T12:00:00,72019,down,ft,45.42,Unknown,Unknown,45.42,4316.35,A,USGS
USGS,403511111541501,1966-06-30T12:00:00,72019,down,ft,45.84,Unknown,Unknown,45.84,4315.93,A,USGS
USGS,403511111541501,1966-07-05T12:00:00,72019,down,ft,45.73,Unknown,Unknown,45.73,4316.04,A,USGS
USGS,403511111541501,1966-07-10T12:00:00,72019,down,ft,46.07,Unknown,Unknown,46.07,4315.70,A,USGS
USGS,403511111541501,1966-07-15T12:00:00,72019,down,ft,46.28,Unknown,Unknown,46.28,4315.49,A,USGS
USGS,403511111541501,1966-07-20T12:00:00,72019,down,ft,46.36,Unknown,Unknown,46.36,4315.41,A,USGS
USGS,403511111541501,1966-07-25T12:00:00,72019,down,ft,46.17,Unknown,Unknown,46.17,4315.60,A,USGS
USGS,403511111541501,1966-07-31T12:00:00,72019,down,ft,46.38,Unknown,Unknown,46.38,4315.39,A,USGS
USGS,403511111541501,1966-08-05T12:00:00,72019,down,ft,45.89,Unknown,Unknown,45.89,4315.88,A,USGS
USGS,403511111541501,1966-08-10T12:00:00,72019,down,ft,46.05,Unknown,Unknown,46.05,4315.72,A,USGS
USGS,403511111541501,1966-08-15T12:00:00,72019,down,ft,46.58,Unknown,Unknown,46.58,4315.19,A,USGS
USGS,403511111541501,1966-08-20T12:00:00,72019,down,ft,46.31,Unknown,Unknown,46.31,4315.46,A,USGS
USGS,403511111541501,1966-08-25T12:00:00,72019,down,ft,46.15,Unknown,Unknown,46.15,4315.62,A,USGS
USGS,403511111541501,1966-08-31T12:00:00,72019,down,ft,46.14,Unknown,Unknown,46.14,4315.63,A,USGS
USGS,403511111541501,1966-09-05T12:00:00,72019,down,ft,45.68,Unknown,Unknown,45.68,4316.09,A,USGS
USGS,403511111541501,1966-09-10T12:00:00,72019,down,ft,45.98,Unknown,Unknown,45.98,4315.79,A,USGS
USGS,403511111541501,1966-09-15T12:00:00,72019,down,ft,45.17,Unknown,Unknown,45.17,4316.60,A,USGS
USGS,403511111541501,1966-09-20T12:00:00,72019,down,ft,44.80,Unknown,Unknown,44.80,4316.97,A,USGS
USGS,403511111541501,1966-09-25T12:00:00,72019,down,ft,44.97,Unknown,Unknown,44.97,4316.80,A,USGS
USGS,403511111541501,1966-09-30T12:00:00,72019,down,ft,44.96,Unknown,Unknown,44.96,4316.81,A,USGS
USGS,403511111541501,1966-10-05T12:00:00,72019,down,ft,44.53,Unknown,Unknown,44.53,4317.24,A,USGS
USGS,403511111541501,1966-10-10T12:00:00,72019,down,ft,44.73,Unknown,Unknown,44.73,4317.04,A,USGS
USGS,403511111541501,1966-10-15T12:00:00,72019,down,ft,44.43,Unknown,Unknown,44.43,4317.34,A,USGS
USGS,403511111541501,1966-10-20T12:00:00,72019,down,ft,44.30,Unknown,Unknown,44.30,4317.47,A,USGS
USGS,403511111541501,1966-10-25T12:00:00,72019,down,ft,44.27,Unknown,Unknown,44.27,4317.50,A,USGS
USGS,403511111541501,1966-10-31T12:00:00,72019,down,ft,44.40,Unknown,Unknown,44.40,4317.37,A,USGS
USGS,403511111541501,1966-11-05T12:00:00,72019,down,ft,43.99,Unknown,Unknown,43.99,4317.78,A,USGS
USGS,403511111541501,1966-11-10T12:00:00,72019,down,ft,43.88,Unknown,Unknown,43.88,4317.89,A,USGS
USGS,403511111541501,1966-11-15T12:00:00,72019,down,ft,43.86,Unknown,Unknown,43.86,4317.91,A,USGS
USGS,403511111541501,1966-11-20T12:00:00,72019,down,ft,43.80,Unknown,Unknown,43.80,4317.97,A,USGS
USGS,403511111541501,1966-11-25T12:00:00,72019,down,ft,43.81,Unknown,Unknown,43.81,4317.96,A,USGS
USGS,403511111541501,1966-11-30T12:00:00,72019,down,ft,43.81,Unknown,Unknown,43.81,4317.96,A,USGS
